[23:32:36][modifier.cpp:1094]: 
 == MODIFIER DOCUMENTATION ==
Note on Modifier Categories:
-- These are used internally as a tag to suggest where they are intended to be used, but exact behavior depends upon individual implementation.
-- Pop scope modifiers will generally work on e.g. planets and countries as well as pops, in which case they will apply to all pops belonging to that object.

Printing Modifier Definitions:
- blank_modifier, Category: Pops
- rare_edicts_minerals_cost_mult, Category: Economic Units
- rare_edicts_food_cost_mult, Category: Economic Units
- rare_edicts_physics_research_cost_mult, Category: Economic Units
- rare_edicts_society_research_cost_mult, Category: Economic Units
- rare_edicts_engineering_research_cost_mult, Category: Economic Units
- rare_edicts_influence_cost_mult, Category: Economic Units
- rare_edicts_unity_cost_mult, Category: Economic Units
- rare_edicts_consumer_goods_cost_mult, Category: Economic Units
- rare_edicts_alloys_cost_mult, Category: Economic Units
- rare_edicts_volatile_motes_cost_mult, Category: Economic Units
- rare_edicts_exotic_gases_cost_mult, Category: Economic Units
- rare_edicts_rare_crystals_cost_mult, Category: Economic Units
- rare_edicts_sr_living_metal_cost_mult, Category: Economic Units
- rare_edicts_sr_zro_cost_mult, Category: Economic Units
- rare_edicts_sr_dark_matter_cost_mult, Category: Economic Units
- rare_edicts_nanites_cost_mult, Category: Economic Units
- rare_edicts_minor_artifacts_cost_mult, Category: Economic Units
- rare_edicts_menace_cost_mult, Category: Economic Units
- rare_edicts_cost_mult, Category: Economic Units
- campaigns_time_cost_mult, Category: Economic Units
- campaigns_energy_cost_mult, Category: Economic Units
- campaigns_minerals_cost_mult, Category: Economic Units
- campaigns_food_cost_mult, Category: Economic Units
- campaigns_physics_research_cost_mult, Category: Economic Units
- campaigns_society_research_cost_mult, Category: Economic Units
- campaigns_engineering_research_cost_mult, Category: Economic Units
- campaigns_influence_cost_mult, Category: Economic Units
- campaigns_unity_cost_mult, Category: Economic Units
- campaigns_consumer_goods_cost_mult, Category: Economic Units
- campaigns_alloys_cost_mult, Category: Economic Units
- campaigns_volatile_motes_cost_mult, Category: Economic Units
- campaigns_exotic_gases_cost_mult, Category: Economic Units
- campaigns_rare_crystals_cost_mult, Category: Economic Units
- campaigns_sr_living_metal_cost_mult, Category: Economic Units
- campaigns_sr_zro_cost_mult, Category: Economic Units
- campaigns_sr_dark_matter_cost_mult, Category: Economic Units
- campaigns_nanites_cost_mult, Category: Economic Units
- campaigns_minor_artifacts_cost_mult, Category: Economic Units
- campaigns_menace_cost_mult, Category: Economic Units
- campaigns_cost_mult, Category: Economic Units
- decisions_time_cost_mult, Category: Economic Units
- decisions_energy_cost_mult, Category: Economic Units
- decisions_minerals_cost_mult, Category: Economic Units
- decisions_food_cost_mult, Category: Economic Units
- decisions_physics_research_cost_mult, Category: Economic Units
- decisions_society_research_cost_mult, Category: Economic Units
- decisions_engineering_research_cost_mult, Category: Economic Units
- decisions_influence_cost_mult, Category: Economic Units
- decisions_unity_cost_mult, Category: Economic Units
- decisions_consumer_goods_cost_mult, Category: Economic Units
- decisions_alloys_cost_mult, Category: Economic Units
- decisions_volatile_motes_cost_mult, Category: Economic Units
- decisions_exotic_gases_cost_mult, Category: Economic Units
- decisions_rare_crystals_cost_mult, Category: Economic Units
- decisions_sr_living_metal_cost_mult, Category: Economic Units
- decisions_sr_zro_cost_mult, Category: Economic Units
- decisions_sr_dark_matter_cost_mult, Category: Economic Units
- decisions_nanites_cost_mult, Category: Economic Units
- decisions_minor_artifacts_cost_mult, Category: Economic Units
- decisions_menace_cost_mult, Category: Economic Units
- decisions_cost_mult, Category: Economic Units
- megastructures_time_cost_add, Category: Economic Units
- megastructures_time_cost_mult, Category: Economic Units
- megastructures_time_produces_add, Category: Economic Units
- megastructures_time_produces_mult, Category: Economic Units
- megastructures_time_upkeep_add, Category: Economic Units
- megastructures_time_upkeep_mult, Category: Economic Units
- megastructures_energy_cost_add, Category: Economic Units
- megastructures_energy_cost_mult, Category: Economic Units
- megastructures_energy_produces_add, Category: Economic Units
- megastructures_energy_produces_mult, Category: Economic Units
- megastructures_energy_upkeep_add, Category: Economic Units
- megastructures_energy_upkeep_mult, Category: Economic Units
- megastructures_minerals_cost_add, Category: Economic Units
- megastructures_minerals_cost_mult, Category: Economic Units
- megastructures_minerals_produces_add, Category: Economic Units
- megastructures_minerals_produces_mult, Category: Economic Units
- megastructures_minerals_upkeep_add, Category: Economic Units
- megastructures_minerals_upkeep_mult, Category: Economic Units
- megastructures_food_cost_add, Category: Economic Units
- megastructures_food_cost_mult, Category: Economic Units
- megastructures_food_produces_add, Category: Economic Units
- megastructures_food_produces_mult, Category: Economic Units
- megastructures_food_upkeep_add, Category: Economic Units
- megastructures_food_upkeep_mult, Category: Economic Units
- megastructures_physics_research_cost_add, Category: Economic Units
- megastructures_physics_research_cost_mult, Category: Economic Units
- megastructures_physics_research_produces_add, Category: Economic Units
- megastructures_physics_research_produces_mult, Category: Economic Units
- megastructures_physics_research_upkeep_add, Category: Economic Units
- megastructures_physics_research_upkeep_mult, Category: Economic Units
- megastructures_society_research_cost_add, Category: Economic Units
- megastructures_society_research_cost_mult, Category: Economic Units
- megastructures_society_research_produces_add, Category: Economic Units
- megastructures_society_research_produces_mult, Category: Economic Units
- megastructures_society_research_upkeep_add, Category: Economic Units
- megastructures_society_research_upkeep_mult, Category: Economic Units
- megastructures_engineering_research_cost_add, Category: Economic Units
- megastructures_engineering_research_cost_mult, Category: Economic Units
- megastructures_engineering_research_produces_add, Category: Economic Units
- megastructures_engineering_research_produces_mult, Category: Economic Units
- megastructures_engineering_research_upkeep_add, Category: Economic Units
- megastructures_engineering_research_upkeep_mult, Category: Economic Units
- megastructures_influence_cost_add, Category: Economic Units
- megastructures_influence_cost_mult, Category: Economic Units
- megastructures_influence_produces_add, Category: Economic Units
- megastructures_influence_produces_mult, Category: Economic Units
- megastructures_influence_upkeep_add, Category: Economic Units
- megastructures_influence_upkeep_mult, Category: Economic Units
- megastructures_unity_cost_add, Category: Economic Units
- megastructures_unity_cost_mult, Category: Economic Units
- megastructures_unity_produces_add, Category: Economic Units
- megastructures_unity_produces_mult, Category: Economic Units
- megastructures_unity_upkeep_add, Category: Economic Units
- megastructures_unity_upkeep_mult, Category: Economic Units
- megastructures_consumer_goods_cost_add, Category: Economic Units
- megastructures_consumer_goods_cost_mult, Category: Economic Units
- megastructures_consumer_goods_produces_add, Category: Economic Units
- megastructures_consumer_goods_produces_mult, Category: Economic Units
- megastructures_consumer_goods_upkeep_add, Category: Economic Units
- megastructures_consumer_goods_upkeep_mult, Category: Economic Units
- megastructures_alloys_cost_add, Category: Economic Units
- megastructures_alloys_cost_mult, Category: Economic Units
- megastructures_alloys_produces_add, Category: Economic Units
- megastructures_alloys_produces_mult, Category: Economic Units
- megastructures_alloys_upkeep_add, Category: Economic Units
- megastructures_alloys_upkeep_mult, Category: Economic Units
- megastructures_volatile_motes_cost_add, Category: Economic Units
- megastructures_volatile_motes_cost_mult, Category: Economic Units
- megastructures_volatile_motes_produces_add, Category: Economic Units
- megastructures_volatile_motes_produces_mult, Category: Economic Units
- megastructures_volatile_motes_upkeep_add, Category: Economic Units
- megastructures_volatile_motes_upkeep_mult, Category: Economic Units
- megastructures_exotic_gases_cost_add, Category: Economic Units
- megastructures_exotic_gases_cost_mult, Category: Economic Units
- megastructures_exotic_gases_produces_add, Category: Economic Units
- megastructures_exotic_gases_produces_mult, Category: Economic Units
- megastructures_exotic_gases_upkeep_add, Category: Economic Units
- megastructures_exotic_gases_upkeep_mult, Category: Economic Units
- megastructures_rare_crystals_cost_add, Category: Economic Units
- megastructures_rare_crystals_cost_mult, Category: Economic Units
- megastructures_rare_crystals_produces_add, Category: Economic Units
- megastructures_rare_crystals_produces_mult, Category: Economic Units
- megastructures_rare_crystals_upkeep_add, Category: Economic Units
- megastructures_rare_crystals_upkeep_mult, Category: Economic Units
- megastructures_sr_living_metal_cost_add, Category: Economic Units
- megastructures_sr_living_metal_cost_mult, Category: Economic Units
- megastructures_sr_living_metal_produces_add, Category: Economic Units
- megastructures_sr_living_metal_produces_mult, Category: Economic Units
- megastructures_sr_living_metal_upkeep_add, Category: Economic Units
- megastructures_sr_living_metal_upkeep_mult, Category: Economic Units
- megastructures_sr_zro_cost_add, Category: Economic Units
- megastructures_sr_zro_cost_mult, Category: Economic Units
- megastructures_sr_zro_produces_add, Category: Economic Units
- megastructures_sr_zro_produces_mult, Category: Economic Units
- megastructures_sr_zro_upkeep_add, Category: Economic Units
- megastructures_sr_zro_upkeep_mult, Category: Economic Units
- megastructures_sr_dark_matter_cost_add, Category: Economic Units
- megastructures_sr_dark_matter_cost_mult, Category: Economic Units
- megastructures_sr_dark_matter_produces_add, Category: Economic Units
- megastructures_sr_dark_matter_produces_mult, Category: Economic Units
- megastructures_sr_dark_matter_upkeep_add, Category: Economic Units
- megastructures_sr_dark_matter_upkeep_mult, Category: Economic Units
- megastructures_nanites_cost_add, Category: Economic Units
- megastructures_nanites_cost_mult, Category: Economic Units
- megastructures_nanites_produces_add, Category: Economic Units
- megastructures_nanites_produces_mult, Category: Economic Units
- megastructures_nanites_upkeep_add, Category: Economic Units
- megastructures_nanites_upkeep_mult, Category: Economic Units
- megastructures_minor_artifacts_cost_add, Category: Economic Units
- megastructures_minor_artifacts_cost_mult, Category: Economic Units
- megastructures_minor_artifacts_produces_add, Category: Economic Units
- megastructures_minor_artifacts_produces_mult, Category: Economic Units
- megastructures_minor_artifacts_upkeep_add, Category: Economic Units
- megastructures_minor_artifacts_upkeep_mult, Category: Economic Units
- megastructures_menace_cost_add, Category: Economic Units
- megastructures_menace_cost_mult, Category: Economic Units
- megastructures_menace_produces_add, Category: Economic Units
- megastructures_menace_produces_mult, Category: Economic Units
- megastructures_menace_upkeep_add, Category: Economic Units
- megastructures_menace_upkeep_mult, Category: Economic Units
- megastructures_cost_mult, Category: Economic Units
- megastructures_produces_mult, Category: Economic Units
- megastructures_upkeep_mult, Category: Economic Units
- megastructures_habitat_time_cost_add, Category: Economic Units
- megastructures_habitat_time_cost_mult, Category: Economic Units
- megastructures_habitat_time_produces_add, Category: Economic Units
- megastructures_habitat_time_produces_mult, Category: Economic Units
- megastructures_habitat_time_upkeep_add, Category: Economic Units
- megastructures_habitat_time_upkeep_mult, Category: Economic Units
- megastructures_habitat_energy_cost_add, Category: Economic Units
- megastructures_habitat_energy_cost_mult, Category: Economic Units
- megastructures_habitat_energy_produces_add, Category: Economic Units
- megastructures_habitat_energy_produces_mult, Category: Economic Units
- megastructures_habitat_energy_upkeep_add, Category: Economic Units
- megastructures_habitat_energy_upkeep_mult, Category: Economic Units
